"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"383",0018-08-20,"Barcelona","Alaves",3,0,"H"
"384",0018-08-20,"Celta","Espanol",1,1,"D"
"385",0018-08-20,"Villarreal","Sociedad",1,2,"A"
"386",0019-08-20,"Eibar","Huesca",1,2,"A"
"387",0019-08-20,"Real Madrid","Getafe",2,0,"H"
"388",0019-08-20,"Vallecano","Sevilla",1,4,"A"
"389",0020-08-20,"Ath Bilbao","Leganes",2,1,"H"
"390",0020-08-20,"Valencia","Ath Madrid",1,1,"D"
"391",0024-08-20,"Getafe","Eibar",2,0,"H"
"392",0024-08-20,"Leganes","Sociedad",2,2,"D"
"393",0025-08-20,"Alaves","Betis",0,0,"D"
"394",0025-08-20,"Ath Madrid","Vallecano",1,0,"H"
"395",0025-08-20,"Valladolid","Barcelona",0,1,"A"
"396",0026-08-20,"Espanol","Valencia",2,0,"H"
"397",0026-08-20,"Girona","Real Madrid",1,4,"A"
"398",0026-08-20,"Sevilla","Villarreal",0,0,"D"
"399",0027-08-20,"Ath Bilbao","Huesca",2,2,"D"
"400",0027-08-20,"Levante","Celta",1,2,"A"
"401",0031-08-20,"Eibar","Sociedad",2,1,"H"
"402",0031-08-20,"Getafe","Valladolid",0,0,"D"
"403",0031-08-20,"Villarreal","Girona",0,1,"A"
"404",0001-09-20,"Celta","Ath Madrid",2,0,"H"
"405",0001-09-20,"Real Madrid","Leganes",4,1,"H"
"406",0002-09-20,"Alaves","Espanol",2,1,"H"
"407",0002-09-20,"Barcelona","Huesca",8,2,"H"
"408",0002-09-20,"Betis","Sevilla",1,0,"H"
"409",0002-09-20,"Levante","Valencia",2,2,"D"
"410",0014-09-20,"Huesca","Vallecano",0,1,"A"
"411",0015-09-20,"Ath Bilbao","Real Madrid",1,1,"D"
"412",0015-09-20,"Ath Madrid","Eibar",1,1,"D"
"413",0015-09-20,"Sociedad","Barcelona",1,2,"A"
"414",0015-09-20,"Valencia","Betis",0,0,"D"
"415",0016-09-20,"Espanol","Levante",1,0,"H"
"416",0016-09-20,"Leganes","Villarreal",0,1,"A"
"417",0016-09-20,"Sevilla","Getafe",0,2,"A"
"418",0016-09-20,"Valladolid","Alaves",0,1,"A"
"419",0017-09-20,"Girona","Celta",3,2,"H"
"420",0021-09-20,"Huesca","Sociedad",0,1,"A"
"421",0022-09-20,"Celta","Valladolid",3,3,"D"
"422",0022-09-20,"Eibar","Leganes",1,0,"H"
"423",0022-09-20,"Getafe","Ath Madrid",0,2,"A"
"424",0022-09-20,"Real Madrid","Espanol",1,0,"H"
"425",0022-09-20,"Vallecano","Alaves",1,5,"A"
"426",0023-09-20,"Barcelona","Girona",2,2,"D"
"427",0023-09-20,"Betis","Ath Bilbao",2,2,"D"
"428",0023-09-20,"Levante","Sevilla",2,6,"A"
"429",0023-09-20,"Villarreal","Valencia",0,0,"D"
"430",0025-09-20,"Ath Madrid","Huesca",3,0,"H"
"431",0025-09-20,"Espanol","Eibar",1,0,"H"
"432",0025-09-20,"Sociedad","Vallecano",2,2,"D"
"433",0026-09-20,"Ath Bilbao","Villarreal",0,3,"A"
"434",0026-09-20,"Leganes","Barcelona",2,1,"H"
"435",0026-09-20,"Sevilla","Real Madrid",3,0,"H"
"436",0026-09-20,"Valencia","Celta",1,1,"D"
"437",0027-09-20,"Alaves","Getafe",1,1,"D"
"438",0027-09-20,"Girona","Betis",0,1,"A"
"439",0027-09-20,"Valladolid","Levante",2,1,"H"
"440",0028-09-20,"Vallecano","Espanol",2,2,"D"
"441",0029-09-20,"Barcelona","Ath Bilbao",1,1,"D"
"442",0029-09-20,"Eibar","Sevilla",1,3,"A"
"443",0029-09-20,"Real Madrid","Ath Madrid",0,0,"D"
"444",0029-09-20,"Sociedad","Valencia",0,1,"A"
"445",0030-09-20,"Betis","Leganes",1,0,"H"
"446",0030-09-20,"Huesca","Girona",1,1,"D"
"447",0030-09-20,"Levante","Alaves",2,1,"H"
"448",0030-09-20,"Villarreal","Valladolid",0,1,"A"
"449",0001-10-20,"Celta","Getafe",1,1,"D"
"450",0005-10-20,"Ath Bilbao","Sociedad",1,3,"A"
"451",0006-10-20,"Alaves","Real Madrid",1,0,"H"
"452",0006-10-20,"Getafe","Levante",0,1,"A"
"453",0006-10-20,"Girona","Eibar",2,3,"A"
"454",0006-10-20,"Leganes","Vallecano",1,0,"H"
"455",0007-10-20,"Ath Madrid","Betis",1,0,"H"
"456",0007-10-20,"Espanol","Villarreal",3,1,"H"
"457",0007-10-20,"Sevilla","Celta",2,1,"H"
"458",0007-10-20,"Valencia","Barcelona",1,1,"D"
"459",0007-10-20,"Valladolid","Huesca",1,0,"H"
"460",0019-10-20,"Celta","Alaves",0,1,"A"
"461",0020-10-20,"Barcelona","Sevilla",4,2,"H"
"462",0020-10-20,"Real Madrid","Levante",1,2,"A"
"463",0020-10-20,"Valencia","Leganes",1,1,"D"
"464",0020-10-20,"Villarreal","Ath Madrid",1,1,"D"
"465",0021-10-20,"Betis","Valladolid",0,1,"A"
"466",0021-10-20,"Eibar","Ath Bilbao",1,1,"D"
"467",0021-10-20,"Huesca","Espanol",0,2,"A"
"468",0021-10-20,"Vallecano","Getafe",1,2,"A"
"469",0022-10-20,"Sociedad","Girona",0,0,"D"
"470",0024-10-20,"Vallecano","Ath Bilbao",1,1,"D"
"471",0026-10-20,"Valladolid","Espanol",1,1,"D"
"472",0027-10-20,"Ath Bilbao","Valencia",0,0,"D"
"473",0027-10-20,"Ath Madrid","Sociedad",2,0,"H"
"474",0027-10-20,"Celta","Eibar",4,0,"H"
"475",0027-10-20,"Girona","Vallecano",2,1,"H"
"476",0027-10-20,"Levante","Leganes",2,0,"H"
"477",0028-10-20,"Alaves","Villarreal",2,1,"H"
"478",0028-10-20,"Barcelona","Real Madrid",5,1,"H"
"479",0028-10-20,"Getafe","Betis",2,0,"H"
"480",0028-10-20,"Sevilla","Huesca",2,1,"H"
"481",0003-11-20,"Leganes","Ath Madrid",1,1,"D"
"482",0003-11-20,"Real Madrid","Valladolid",2,0,"H"
"483",0003-11-20,"Valencia","Girona",0,1,"A"
"484",0003-11-20,"Vallecano","Barcelona",2,3,"A"
"485",0004-11-20,"Betis","Celta",3,3,"D"
"486",0004-11-20,"Eibar","Alaves",2,1,"H"
"487",0004-11-20,"Huesca","Getafe",1,1,"D"
"488",0004-11-20,"Sociedad","Sevilla",0,0,"D"
"489",0004-11-20,"Villarreal","Levante",1,1,"D"
"490",0005-11-20,"Espanol","Ath Bilbao",1,0,"H"
"491",0009-11-20,"Levante","Sociedad",1,3,"A"
"492",0010-11-20,"Ath Madrid","Ath Bilbao",3,2,"H"
"493",0010-11-20,"Getafe","Valencia",0,1,"A"
"494",0010-11-20,"Girona","Leganes",0,0,"D"
"495",0010-11-20,"Valladolid","Eibar",0,0,"D"
"496",0011-11-20,"Alaves","Huesca",2,1,"H"
"497",0011-11-20,"Barcelona","Betis",3,4,"A"
"498",0011-11-20,"Celta","Real Madrid",2,4,"A"
"499",0011-11-20,"Sevilla","Espanol",2,1,"H"
"500",0011-11-20,"Vallecano","Villarreal",2,2,"D"
"501",0023-11-20,"Leganes","Alaves",1,0,"H"
"502",0024-11-20,"Ath Madrid","Barcelona",1,1,"D"
"503",0024-11-20,"Eibar","Real Madrid",3,0,"H"
"504",0024-11-20,"Huesca","Levante",2,2,"D"
"505",0024-11-20,"Valencia","Vallecano",3,0,"H"
"506",0025-11-20,"Ath Bilbao","Getafe",1,1,"D"
"507",0025-11-20,"Espanol","Girona",1,3,"A"
"508",0025-11-20,"Sevilla","Valladolid",1,0,"H"
"509",0025-11-20,"Villarreal","Betis",2,1,"H"
"510",0026-11-20,"Sociedad","Celta",2,1,"H"
"511",0030-11-20,"Vallecano","Eibar",1,0,"H"
"512",0001-12-20,"Celta","Huesca",2,0,"H"
"513",0001-12-20,"Getafe","Espanol",3,0,"H"
"514",0001-12-20,"Real Madrid","Valencia",2,0,"H"
"515",0001-12-20,"Valladolid","Leganes",2,4,"A"
"516",0002-12-20,"Alaves","Sevilla",1,1,"D"
"517",0002-12-20,"Barcelona","Villarreal",2,0,"H"
"518",0002-12-20,"Betis","Sociedad",1,0,"H"
"519",0002-12-20,"Girona","Ath Madrid",1,1,"D"
"520",0003-12-20,"Levante","Ath Bilbao",3,0,"H"
"521",0007-12-20,"Leganes","Getafe",1,1,"D"
"522",0008-12-20,"Ath Madrid","Alaves",3,0,"H"
"523",0008-12-20,"Espanol","Barcelona",0,4,"A"
"524",0008-12-20,"Valencia","Sevilla",1,1,"D"
"525",0008-12-20,"Villarreal","Celta",2,3,"A"
"526",0009-12-20,"Betis","Vallecano",2,0,"H"
"527",0009-12-20,"Eibar","Levante",4,4,"D"
"528",0009-12-20,"Huesca","Real Madrid",0,1,"A"
"529",0009-12-20,"Sociedad","Valladolid",1,2,"A"
"530",0010-12-20,"Ath Bilbao","Girona",1,0,"H"
"531",0014-12-20,"Celta","Leganes",0,0,"D"
"532",0015-12-20,"Eibar","Valencia",1,1,"D"
"533",0015-12-20,"Getafe","Sociedad",1,0,"H"
"534",0015-12-20,"Real Madrid","Vallecano",1,0,"H"
"535",0015-12-20,"Valladolid","Ath Madrid",2,3,"A"
"536",0016-12-20,"Espanol","Betis",1,3,"A"
"537",0016-12-20,"Huesca","Villarreal",2,2,"D"
"538",0016-12-20,"Levante","Barcelona",0,5,"A"
"539",0016-12-20,"Sevilla","Girona",2,0,"H"
"540",0017-12-20,"Alaves","Ath Bilbao",0,0,"D"
"541",0021-12-20,"Girona","Getafe",1,1,"D"
"542",0021-12-20,"Sociedad","Alaves",0,1,"A"
"543",0022-12-20,"Ath Bilbao","Valladolid",1,1,"D"
"544",0022-12-20,"Ath Madrid","Espanol",1,0,"H"
"545",0022-12-20,"Barcelona","Celta",2,0,"H"
"546",0022-12-20,"Betis","Eibar",1,1,"D"
"547",0023-12-20,"Leganes","Sevilla",1,1,"D"
"548",0023-12-20,"Valencia","Huesca",2,1,"H"
"549",0023-12-20,"Vallecano","Levante",2,1,"H"
"550",0003-01-20,"Villarreal","Real Madrid",2,2,"D"
"551",0004-01-20,"Espanol","Leganes",1,0,"H"
"552",0004-01-20,"Levante","Girona",2,2,"D"
"553",0005-01-20,"Alaves","Valencia",2,1,"H"
"554",0005-01-20,"Huesca","Betis",2,1,"H"
"555",0005-01-20,"Valladolid","Vallecano",0,1,"A"
"556",0006-01-20,"Eibar","Villarreal",0,0,"D"
"557",0006-01-20,"Getafe","Barcelona",1,2,"A"
"558",0006-01-20,"Real Madrid","Sociedad",0,2,"A"
"559",0006-01-20,"Sevilla","Ath Madrid",1,1,"D"
"560",0007-01-20,"Celta","Ath Bilbao",1,2,"A"
"561",0011-01-20,"Vallecano","Celta",4,2,"H"
"562",0012-01-20,"Girona","Alaves",1,1,"D"
"563",0012-01-20,"Leganes","Huesca",1,0,"H"
"564",0012-01-20,"Valencia","Valladolid",1,1,"D"
"565",0012-01-20,"Villarreal","Getafe",1,2,"A"
"566",0013-01-20,"Ath Bilbao","Sevilla",2,0,"H"
"567",0013-01-20,"Ath Madrid","Levante",1,0,"H"
"568",0013-01-20,"Barcelona","Eibar",3,0,"H"
"569",0013-01-20,"Betis","Real Madrid",1,2,"A"
"570",0014-01-20,"Sociedad","Espanol",3,2,"H"
"571",0018-01-20,"Getafe","Alaves",4,0,"H"
"572",0019-01-20,"Celta","Valencia",1,2,"A"
"573",0019-01-20,"Huesca","Ath Madrid",0,3,"A"
"574",0019-01-20,"Real Madrid","Sevilla",2,0,"H"
"575",0020-01-20,"Barcelona","Leganes",3,1,"H"
"576",0020-01-20,"Betis","Girona",3,2,"H"
"577",0020-01-20,"Levante","Valladolid",2,0,"H"
"578",0020-01-20,"Vallecano","Sociedad",2,2,"D"
"579",0020-01-20,"Villarreal","Ath Bilbao",1,1,"D"
"580",0021-01-20,"Eibar","Espanol",3,0,"H"
"581",0026-01-20,"Ath Madrid","Getafe",2,0,"H"
"582",0026-01-20,"Leganes","Eibar",2,2,"D"
"583",0026-01-20,"Sevilla","Levante",5,0,"H"
"584",0026-01-20,"Valencia","Villarreal",3,0,"H"
"585",0027-01-20,"Ath Bilbao","Betis",1,0,"H"
"586",0027-01-20,"Espanol","Real Madrid",2,4,"A"
"587",0027-01-20,"Girona","Barcelona",0,2,"A"
"588",0027-01-20,"Sociedad","Huesca",0,0,"D"
"589",0027-01-20,"Valladolid","Celta",2,1,"H"
"590",0028-01-20,"Alaves","Vallecano",0,1,"A"
"591",0001-02-20,"Huesca","Valladolid",4,0,"H"
"592",0002-02-20,"Barcelona","Valencia",2,2,"D"
"593",0002-02-20,"Celta","Sevilla",1,0,"H"
"594",0002-02-20,"Levante","Getafe",0,0,"D"
"595",0002-02-20,"Sociedad","Ath Bilbao",2,1,"H"
"596",0003-02-20,"Betis","Ath Madrid",1,0,"H"
"597",0003-02-20,"Eibar","Girona",3,0,"H"
"598",0003-02-20,"Real Madrid","Alaves",3,0,"H"
"599",0003-02-20,"Villarreal","Espanol",2,2,"D"
"600",0004-02-20,"Vallecano","Leganes",1,2,"A"
"601",0008-02-20,"Valladolid","Villarreal",0,0,"D"
"602",0009-02-20,"Ath Madrid","Real Madrid",1,3,"A"
"603",0009-02-20,"Espanol","Vallecano",2,1,"H"
"604",0009-02-20,"Getafe","Celta",3,1,"H"
"605",0009-02-20,"Girona","Huesca",0,2,"A"
"606",0010-02-20,"Ath Bilbao","Barcelona",0,0,"D"
"607",0010-02-20,"Leganes","Betis",3,0,"H"
"608",0010-02-20,"Sevilla","Eibar",2,2,"D"
"609",0010-02-20,"Valencia","Sociedad",0,0,"D"
"610",0011-02-20,"Alaves","Levante",2,0,"H"
"611",0015-02-20,"Eibar","Getafe",2,2,"D"
"612",0016-02-20,"Barcelona","Valladolid",1,0,"H"
"613",0016-02-20,"Celta","Levante",1,4,"A"
"614",0016-02-20,"Sociedad","Leganes",3,0,"H"
"615",0016-02-20,"Vallecano","Ath Madrid",0,1,"A"
"616",0017-02-20,"Betis","Alaves",1,1,"D"
"617",0017-02-20,"Real Madrid","Girona",1,2,"A"
"618",0017-02-20,"Valencia","Espanol",0,0,"D"
"619",0017-02-20,"Villarreal","Sevilla",3,0,"H"
"620",0018-02-20,"Huesca","Ath Bilbao",0,1,"A"
"621",0022-02-20,"Espanol","Huesca",1,1,"D"
"622",0023-02-20,"Alaves","Celta",0,0,"D"
"623",0023-02-20,"Ath Bilbao","Eibar",1,0,"H"
"624",0023-02-20,"Getafe","Vallecano",2,1,"H"
"625",0023-02-20,"Sevilla","Barcelona",2,4,"A"
"626",0024-02-20,"Ath Madrid","Villarreal",2,0,"H"
"627",0024-02-20,"Leganes","Valencia",1,1,"D"
"628",0024-02-20,"Levante","Real Madrid",1,2,"A"
"629",0024-02-20,"Valladolid","Betis",0,2,"A"
"630",0025-02-20,"Girona","Sociedad",0,0,"D"
"631",0001-03-20,"Vallecano","Girona",0,2,"A"
"632",0002-03-20,"Espanol","Valladolid",3,1,"H"
"633",0002-03-20,"Huesca","Sevilla",2,1,"H"
"634",0002-03-20,"Real Madrid","Barcelona",0,1,"A"
"635",0002-03-20,"Villarreal","Alaves",1,2,"A"
"636",0003-03-20,"Betis","Getafe",1,2,"A"
"637",0003-03-20,"Eibar","Celta",1,0,"H"
"638",0003-03-20,"Sociedad","Ath Madrid",0,2,"A"
"639",0003-03-20,"Valencia","Ath Bilbao",2,0,"H"
"640",0004-03-20,"Leganes","Levante",1,0,"H"
"641",0008-03-20,"Ath Bilbao","Espanol",1,1,"D"
"642",0009-03-20,"Alaves","Eibar",1,1,"D"
"643",0009-03-20,"Ath Madrid","Leganes",1,0,"H"
"644",0009-03-20,"Barcelona","Vallecano",3,1,"H"
"645",0009-03-20,"Getafe","Huesca",2,1,"H"
"646",0010-03-20,"Celta","Betis",0,1,"A"
"647",0010-03-20,"Girona","Valencia",2,3,"A"
"648",0010-03-20,"Levante","Villarreal",0,2,"A"
"649",0010-03-20,"Sevilla","Sociedad",5,2,"H"
"650",0010-03-20,"Valladolid","Real Madrid",1,4,"A"
"651",0015-03-20,"Sociedad","Levante",1,1,"D"
"652",0016-03-20,"Ath Bilbao","Ath Madrid",2,0,"H"
"653",0016-03-20,"Huesca","Alaves",1,3,"A"
"654",0016-03-20,"Leganes","Girona",0,2,"A"
"655",0016-03-20,"Real Madrid","Celta",2,0,"H"
"656",0017-03-20,"Betis","Barcelona",1,4,"A"
"657",0017-03-20,"Eibar","Valladolid",1,2,"A"
"658",0017-03-20,"Espanol","Sevilla",0,1,"A"
"659",0017-03-20,"Valencia","Getafe",0,0,"D"
"660",0017-03-20,"Villarreal","Vallecano",3,1,"H"
"661",0029-03-20,"Girona","Ath Bilbao",1,2,"A"
"662",0030-03-20,"Alaves","Ath Madrid",0,4,"A"
"663",0030-03-20,"Barcelona","Espanol",2,0,"H"
"664",0030-03-20,"Celta","Villarreal",3,2,"H"
"665",0030-03-20,"Getafe","Leganes",0,2,"A"
"666",0031-03-20,"Levante","Eibar",2,2,"D"
"667",0031-03-20,"Real Madrid","Huesca",3,2,"H"
"668",0031-03-20,"Sevilla","Valencia",0,1,"A"
"669",0031-03-20,"Valladolid","Sociedad",1,1,"D"
"670",0031-03-20,"Vallecano","Betis",1,1,"D"
"671",0002-04-20,"Ath Madrid","Girona",2,0,"H"
"672",0002-04-20,"Espanol","Getafe",1,1,"D"
"673",0002-04-20,"Villarreal","Barcelona",4,4,"D"
"674",0003-04-20,"Ath Bilbao","Levante",3,2,"H"
"675",0003-04-20,"Eibar","Vallecano",2,1,"H"
"676",0003-04-20,"Huesca","Celta",3,3,"D"
"677",0003-04-20,"Valencia","Real Madrid",2,1,"H"
"678",0004-04-20,"Leganes","Valladolid",1,0,"H"
"679",0004-04-20,"Sevilla","Alaves",2,0,"H"
"680",0004-04-20,"Sociedad","Betis",2,1,"H"
"681",0006-04-20,"Barcelona","Ath Madrid",2,0,"H"
"682",0006-04-20,"Girona","Espanol",1,2,"A"
"683",0006-04-20,"Real Madrid","Eibar",2,1,"H"
"684",0006-04-20,"Vallecano","Valencia",2,0,"H"
"685",0007-04-20,"Alaves","Leganes",1,1,"D"
"686",0007-04-20,"Betis","Villarreal",2,1,"H"
"687",0007-04-20,"Celta","Sociedad",3,1,"H"
"688",0007-04-20,"Getafe","Ath Bilbao",1,0,"H"
"689",0007-04-20,"Levante","Huesca",2,2,"D"
"690",0007-04-20,"Valladolid","Sevilla",0,2,"A"
"691",0013-04-20,"Ath Madrid","Celta",2,0,"H"
"692",0013-04-20,"Espanol","Alaves",2,1,"H"
"693",0013-04-20,"Huesca","Barcelona",0,0,"D"
"694",0013-04-20,"Sevilla","Betis",3,2,"H"
"695",0014-04-20,"Ath Bilbao","Vallecano",3,2,"H"
"696",0014-04-20,"Girona","Villarreal",0,1,"A"
"697",0014-04-20,"Sociedad","Eibar",1,1,"D"
"698",0014-04-20,"Valencia","Levante",3,1,"H"
"699",0014-04-20,"Valladolid","Getafe",2,2,"D"
"700",0015-04-20,"Leganes","Real Madrid",1,1,"D"
"701",0019-04-20,"Alaves","Valladolid",2,2,"D"
"702",0020-04-20,"Barcelona","Sociedad",2,1,"H"
"703",0020-04-20,"Celta","Girona",2,1,"H"
"704",0020-04-20,"Eibar","Ath Madrid",0,1,"A"
"705",0020-04-20,"Vallecano","Huesca",0,0,"D"
"706",0021-04-20,"Betis","Valencia",1,2,"A"
"707",0021-04-20,"Getafe","Sevilla",3,0,"H"
"708",0021-04-20,"Levante","Espanol",2,2,"D"
"709",0021-04-20,"Real Madrid","Ath Bilbao",3,0,"H"
"710",0021-04-20,"Villarreal","Leganes",2,1,"H"
"711",0023-04-20,"Alaves","Barcelona",0,2,"A"
"712",0023-04-20,"Huesca","Eibar",2,0,"H"
"713",0023-04-20,"Valladolid","Girona",1,0,"H"
"714",0024-04-20,"Ath Madrid","Valencia",3,2,"H"
"715",0024-04-20,"Espanol","Celta",1,1,"D"
"716",0024-04-20,"Leganes","Ath Bilbao",0,1,"A"
"717",0024-04-20,"Levante","Betis",4,0,"H"
"718",0025-04-20,"Getafe","Real Madrid",0,0,"D"
"719",0025-04-20,"Sevilla","Vallecano",5,0,"H"
"720",0025-04-20,"Sociedad","Villarreal",0,1,"A"
"721",0027-04-20,"Ath Bilbao","Alaves",1,1,"D"
"722",0027-04-20,"Ath Madrid","Valladolid",1,0,"H"
"723",0027-04-20,"Barcelona","Levante",1,0,"H"
"724",0027-04-20,"Leganes","Celta",0,0,"D"
"725",0028-04-20,"Girona","Sevilla",1,0,"H"
"726",0028-04-20,"Sociedad","Getafe",2,1,"H"
"727",0028-04-20,"Valencia","Eibar",0,1,"A"
"728",0028-04-20,"Vallecano","Real Madrid",1,0,"H"
"729",0028-04-20,"Villarreal","Huesca",1,1,"D"
"730",0029-04-20,"Betis","Espanol",1,1,"D"
"731",0003-05-20,"Sevilla","Leganes",0,3,"A"
"732",0004-05-20,"Alaves","Sociedad",0,1,"A"
"733",0004-05-20,"Celta","Barcelona",2,0,"H"
"734",0004-05-20,"Espanol","Ath Madrid",3,0,"H"
"735",0004-05-20,"Levante","Vallecano",4,1,"H"
"736",0005-05-20,"Eibar","Betis",1,0,"H"
"737",0005-05-20,"Getafe","Girona",2,0,"H"
"738",0005-05-20,"Huesca","Valencia",2,6,"A"
"739",0005-05-20,"Real Madrid","Villarreal",3,2,"H"
"740",0005-05-20,"Valladolid","Ath Bilbao",1,0,"H"
"741",0012-05-20,"Ath Bilbao","Celta",3,1,"H"
"742",0012-05-20,"Ath Madrid","Sevilla",1,1,"D"
"743",0012-05-20,"Barcelona","Getafe",2,0,"H"
"744",0012-05-20,"Betis","Huesca",2,1,"H"
"745",0012-05-20,"Girona","Levante",1,2,"A"
"746",0012-05-20,"Leganes","Espanol",0,2,"A"
"747",0012-05-20,"Sociedad","Real Madrid",3,1,"H"
"748",0012-05-20,"Valencia","Alaves",3,1,"H"
"749",0012-05-20,"Vallecano","Valladolid",1,2,"A"
"750",0012-05-20,"Villarreal","Eibar",1,0,"H"
"751",0018-05-20,"Alaves","Girona",2,1,"H"
"752",0018-05-20,"Celta","Vallecano",2,2,"D"
"753",0018-05-20,"Espanol","Sociedad",2,0,"H"
"754",0018-05-20,"Getafe","Villarreal",2,2,"D"
"755",0018-05-20,"Huesca","Leganes",2,1,"H"
"756",0018-05-20,"Levante","Ath Madrid",2,2,"D"
"757",0018-05-20,"Sevilla","Ath Bilbao",2,0,"H"
"758",0018-05-20,"Valladolid","Valencia",0,2,"A"
"759",0019-05-20,"Eibar","Barcelona",2,2,"D"
"760",0019-05-20,"Real Madrid","Betis",0,2,"A"
"761",0016-08-20,"Ath Bilbao","Barcelona",1,0,"H"
"762",0017-08-20,"Celta","Real Madrid",1,3,"A"
