"date","home.team","home.score","away.team","away.score"
"0019-05-20","Real Madrid",0,"Betis",2
"0016-08-20","Ath Bilbao",1,"Barcelona",0
"0017-08-20","Celta",1,"Real Madrid",3
"0017-08-20","Valencia",1,"Sociedad",1
"0017-08-20","Mallorca",2,"Eibar",1
"0017-08-20","Leganes",0,"Osasuna",1
"0017-08-20","Villarreal",4,"Granada",4
"0018-08-20","Alaves",1,"Levante",0
"0018-08-20","Espanol",0,"Sevilla",2
"0018-08-20","Betis",1,"Valladolid",2
"0018-08-20","Ath Madrid",1,"Getafe",0
"0023-08-20","Granada",0,"Sevilla",1
"0023-08-20","Levante",2,"Villarreal",1
"0024-08-20","Osasuna",0,"Eibar",0
"0024-08-20","Real Madrid",1,"Valladolid",1
"0024-08-20","Celta",1,"Valencia",0
"0024-08-20","Getafe",1,"Ath Bilbao",1
"0025-08-20","Alaves",0,"Espanol",0
"0025-08-20","Mallorca",0,"Sociedad",1
"0025-08-20","Leganes",0,"Ath Madrid",1
"0025-08-20","Barcelona",5,"Betis",2
"0030-08-20","Sevilla",1,"Celta",1
"0030-08-20","Ath Bilbao",2,"Sociedad",0
"0031-08-20","Osasuna",2,"Barcelona",2
"0031-08-20","Getafe",1,"Alaves",1
"0031-08-20","Levante",2,"Valladolid",0
"0031-08-20","Betis",2,"Leganes",1
"0001-09-20","Valencia",2,"Mallorca",0
"0001-09-20","Ath Madrid",3,"Eibar",2
"0001-09-20","Espanol",0,"Granada",3
"0001-09-20","Villarreal",2,"Real Madrid",2
"0013-09-20","Mallorca",0,"Ath Bilbao",0
"0014-09-20","Real Madrid",3,"Levante",2
"0014-09-20","Leganes",0,"Villarreal",3
"0014-09-20","Sociedad",2,"Ath Madrid",0
"0014-09-20","Barcelona",5,"Valencia",2
"0015-09-20","Eibar",1,"Espanol",2
"0015-09-20","Alaves",0,"Sevilla",1
"0015-09-20","Celta",0,"Granada",2
"0015-09-20","Valladolid",1,"Osasuna",1
"0015-09-20","Betis",1,"Getafe",1
"0020-09-20","Osasuna",0,"Betis",0
"0021-09-20","Villarreal",2,"Valladolid",0
"0021-09-20","Levante",0,"Eibar",0
"0021-09-20","Ath Madrid",0,"Celta",0
"0021-09-20","Granada",2,"Barcelona",0
"0022-09-20","Getafe",4,"Mallorca",2
"0022-09-20","Espanol",1,"Sociedad",3
"0022-09-20","Valencia",1,"Leganes",1
"0022-09-20","Ath Bilbao",2,"Alaves",0
"0022-09-20","Sevilla",0,"Real Madrid",1
"0024-09-20","Valladolid",1,"Granada",1
"0024-09-20","Betis",3,"Levante",1
"0024-09-20","Barcelona",2,"Villarreal",1
"0025-09-20","Leganes",1,"Ath Bilbao",1
"0025-09-20","Mallorca",0,"Ath Madrid",2
"0025-09-20","Valencia",3,"Getafe",3
"0025-09-20","Real Madrid",2,"Osasuna",0
"0026-09-20","Eibar",3,"Sevilla",2
"0026-09-20","Celta",1,"Espanol",1
"0026-09-20","Sociedad",3,"Alaves",0
"0027-09-20","Villarreal",5,"Betis",1
"0028-09-20","Ath Bilbao",0,"Valencia",1
"0028-09-20","Getafe",0,"Barcelona",2
"0028-09-20","Granada",1,"Leganes",0
"0028-09-20","Ath Madrid",0,"Real Madrid",0
"0029-09-20","Espanol",0,"Valladolid",2
"0029-09-20","Eibar",2,"Celta",0
"0029-09-20","Alaves",2,"Mallorca",0
"0029-09-20","Levante",1,"Osasuna",1
"0029-09-20","Sevilla",3,"Sociedad",2
"0004-10-20","Betis",1,"Eibar",1
"0005-10-20","Leganes",1,"Levante",2
"0005-10-20","Real Madrid",4,"Granada",2
"0005-10-20","Valencia",2,"Alaves",1
"0005-10-20","Osasuna",2,"Villarreal",1
"0006-10-20","Mallorca",2,"Espanol",0
"0006-10-20","Celta",1,"Ath Bilbao",0
"0006-10-20","Valladolid",0,"Ath Madrid",0
"0006-10-20","Sociedad",1,"Getafe",2
"0006-10-20","Barcelona",4,"Sevilla",0
"0018-10-20","Granada",1,"Osasuna",0
"0019-10-20","Eibar",0,"Barcelona",3
"0019-10-20","Ath Madrid",1,"Valencia",1
"0019-10-20","Getafe",2,"Leganes",0
"0019-10-20","Mallorca",1,"Real Madrid",0
"0020-10-20","Alaves",2,"Celta",0
"0020-10-20","Sociedad",3,"Betis",1
"0020-10-20","Espanol",0,"Villarreal",1
"0020-10-20","Ath Bilbao",1,"Valladolid",1
"0020-10-20","Sevilla",1,"Levante",0
"0025-10-20","Villarreal",4,"Alaves",1
"0026-10-20","Leganes",1,"Mallorca",0
"0026-10-20","Valladolid",2,"Eibar",0
"0026-10-20","Ath Madrid",2,"Ath Bilbao",0
"0027-10-20","Celta",0,"Sociedad",1
"0027-10-20","Granada",1,"Betis",0
"0027-10-20","Levante",0,"Espanol",1
"0027-10-20","Sevilla",2,"Getafe",0
"0027-10-20","Osasuna",3,"Valencia",1
"0029-10-20","Alaves",1,"Ath Madrid",1
"0029-10-20","Barcelona",5,"Valladolid",1
"0030-10-20","Sociedad",1,"Levante",2
"0030-10-20","Valencia",1,"Sevilla",1
"0030-10-20","Ath Bilbao",3,"Espanol",0
"0030-10-20","Betis",2,"Celta",1
"0030-10-20","Real Madrid",5,"Leganes",0
"0031-10-20","Eibar",2,"Villarreal",1
"0031-10-20","Mallorca",2,"Osasuna",2
"0031-10-20","Getafe",3,"Granada",1
"0002-11-20","Espanol",1,"Valencia",2
"0002-11-20","Levante",3,"Barcelona",1
"0002-11-20","Sevilla",1,"Ath Madrid",1
"0002-11-20","Real Madrid",0,"Betis",0
"0003-11-20","Valladolid",3,"Mallorca",0
"0003-11-20","Villarreal",0,"Ath Bilbao",0
"0003-11-20","Osasuna",4,"Alaves",2
"0003-11-20","Celta",0,"Getafe",1
"0003-11-20","Leganes",1,"Eibar",2
"0003-11-20","Granada",1,"Sociedad",2
"0008-11-20","Sociedad",1,"Leganes",1
"0009-11-20","Alaves",3,"Valladolid",0
"0009-11-20","Valencia",2,"Granada",0
"0009-11-20","Eibar",0,"Real Madrid",4
"0009-11-20","Barcelona",4,"Celta",1
"0010-11-20","Mallorca",3,"Villarreal",1
"0010-11-20","Ath Bilbao",2,"Levante",1
"0010-11-20","Ath Madrid",3,"Espanol",1
"0010-11-20","Getafe",0,"Osasuna",0
"0010-11-20","Betis",1,"Sevilla",2
"0022-11-20","Levante",2,"Mallorca",1
"0023-11-20","Leganes",1,"Barcelona",2
"0023-11-20","Betis",2,"Valencia",1
"0023-11-20","Granada",1,"Ath Madrid",1
"0023-11-20","Real Madrid",3,"Sociedad",1
"0024-11-20","Espanol",1,"Getafe",1
"0024-11-20","Osasuna",1,"Ath Bilbao",2
"0024-11-20","Eibar",0,"Alaves",2
"0024-11-20","Villarreal",1,"Celta",3
"0024-11-20","Valladolid",0,"Sevilla",1
"0029-11-20","Celta",0,"Valladolid",0
"0030-11-20","Alaves",1,"Real Madrid",2
"0030-11-20","Sociedad",4,"Eibar",1
"0030-11-20","Mallorca",1,"Betis",2
"0030-11-20","Valencia",2,"Villarreal",1
"0001-12-20","Sevilla",1,"Leganes",0
"0001-12-20","Ath Bilbao",2,"Granada",0
"0001-12-20","Espanol",2,"Osasuna",4
"0001-12-20","Getafe",4,"Levante",0
"0001-12-20","Ath Madrid",0,"Barcelona",1
"0006-12-20","Villarreal",0,"Ath Madrid",0
"0007-12-20","Real Madrid",2,"Espanol",0
"0007-12-20","Granada",3,"Alaves",0
"0007-12-20","Levante",2,"Valencia",4
"0007-12-20","Barcelona",5,"Mallorca",2
"0008-12-20","Eibar",0,"Getafe",1
"0008-12-20","Betis",3,"Ath Bilbao",2
"0008-12-20","Valladolid",0,"Sociedad",0
"0008-12-20","Leganes",3,"Celta",2
"0008-12-20","Osasuna",1,"Sevilla",1
"0013-12-20","Alaves",1,"Leganes",1
"0014-12-20","Granada",1,"Levante",2
"0014-12-20","Sociedad",2,"Barcelona",2
"0014-12-20","Ath Bilbao",0,"Eibar",0
"0014-12-20","Ath Madrid",2,"Osasuna",0
"0015-12-20","Getafe",2,"Valladolid",0
"0015-12-20","Celta",2,"Mallorca",2
"0015-12-20","Espanol",2,"Betis",2
"0015-12-20","Sevilla",1,"Villarreal",2
"0015-12-20","Valencia",1,"Real Madrid",1
"0018-12-20","Barcelona",0,"Real Madrid",0
"0020-12-20","Eibar",3,"Granada",0
"0021-12-20","Mallorca",0,"Sevilla",2
"0021-12-20","Barcelona",4,"Alaves",1
"0021-12-20","Villarreal",1,"Getafe",0
"0021-12-20","Valladolid",1,"Valencia",1
"0022-12-20","Leganes",2,"Espanol",0
"0022-12-20","Osasuna",3,"Sociedad",4
"0022-12-20","Betis",1,"Ath Madrid",2
"0022-12-20","Levante",3,"Celta",1
"0022-12-20","Real Madrid",0,"Ath Bilbao",0
"0003-01-20","Valladolid",2,"Leganes",2
"0003-01-20","Sevilla",1,"Ath Bilbao",1
"0004-01-20","Valencia",1,"Eibar",0
"0004-01-20","Getafe",0,"Real Madrid",3
"0004-01-20","Ath Madrid",2,"Levante",1
"0004-01-20","Espanol",2,"Barcelona",2
"0005-01-20","Granada",1,"Mallorca",0
"0005-01-20","Sociedad",1,"Villarreal",2
"0005-01-20","Alaves",1,"Betis",1
"0005-01-20","Celta",1,"Osasuna",1
"0017-01-20","Leganes",0,"Getafe",3
"0018-01-20","Levante",0,"Alaves",1
"0018-01-20","Real Madrid",2,"Sevilla",1
"0018-01-20","Osasuna",0,"Valladolid",0
"0018-01-20","Eibar",2,"Ath Madrid",0
"0019-01-20","Mallorca",4,"Valencia",1
"0019-01-20","Betis",3,"Sociedad",0
"0019-01-20","Villarreal",1,"Espanol",2
"0019-01-20","Ath Bilbao",1,"Celta",1
"0019-01-20","Barcelona",1,"Granada",0
"0024-01-20","Osasuna",2,"Levante",0
"0025-01-20","Espanol",1,"Ath Bilbao",1
"0025-01-20","Valencia",2,"Barcelona",0
"0025-01-20","Alaves",1,"Villarreal",2
"0025-01-20","Sevilla",2,"Granada",0
"0026-01-20","Ath Madrid",0,"Leganes",0
"0026-01-20","Celta",0,"Eibar",0
"0026-01-20","Getafe",1,"Betis",0
"0026-01-20","Sociedad",3,"Mallorca",0
"0026-01-20","Valladolid",0,"Real Madrid",1
"0001-02-20","Granada",2,"Espanol",1
"0001-02-20","Real Madrid",1,"Ath Madrid",0
"0001-02-20","Mallorca",0,"Valladolid",1
"0001-02-20","Valencia",1,"Celta",0
"0002-02-20","Leganes",2,"Sociedad",1
"0002-02-20","Eibar",1,"Betis",1
"0002-02-20","Ath Bilbao",0,"Getafe",2
"0002-02-20","Sevilla",1,"Alaves",1
"0002-02-20","Villarreal",3,"Osasuna",1
"0002-02-20","Barcelona",2,"Levante",1
"0007-02-20","Alaves",2,"Eibar",1
"0008-02-20","Levante",2,"Leganes",0
"0008-02-20","Getafe",3,"Valencia",0
"0008-02-20","Valladolid",1,"Villarreal",1
"0008-02-20","Ath Madrid",1,"Granada",0
"0009-02-20","Espanol",1,"Mallorca",0
"0009-02-20","Sociedad",2,"Ath Bilbao",1
"0009-02-20","Osasuna",1,"Real Madrid",4
"0009-02-20","Celta",2,"Sevilla",1
"0009-02-20","Betis",2,"Barcelona",3
"0014-02-20","Valencia",2,"Ath Madrid",2
"0015-02-20","Mallorca",1,"Alaves",0
"0015-02-20","Barcelona",2,"Getafe",1
"0015-02-20","Villarreal",2,"Levante",1
"0015-02-20","Granada",2,"Valladolid",1
"0016-02-20","Sevilla",2,"Espanol",2
"0016-02-20","Leganes",0,"Betis",0
"0016-02-20","Ath Bilbao",0,"Osasuna",1
"0016-02-20","Real Madrid",2,"Celta",2
"0021-02-20","Betis",3,"Mallorca",3
"0022-02-20","Celta",1,"Leganes",0
"0022-02-20","Barcelona",5,"Eibar",0
"0022-02-20","Sociedad",3,"Valencia",0
"0022-02-20","Levante",1,"Real Madrid",0
"0023-02-20","Osasuna",0,"Granada",3
"0023-02-20","Alaves",2,"Ath Bilbao",1
"0023-02-20","Valladolid",2,"Espanol",1
"0023-02-20","Getafe",0,"Sevilla",3
"0023-02-20","Ath Madrid",3,"Villarreal",1
"0028-02-20","Sociedad",1,"Valladolid",0
"0029-02-20","Eibar",3,"Levante",0
"0029-02-20","Valencia",2,"Betis",1
"0029-02-20","Leganes",1,"Alaves",1
"0029-02-20","Granada",0,"Celta",0
"0001-03-20","Sevilla",3,"Osasuna",2
"0001-03-20","Ath Bilbao",1,"Villarreal",0
"0001-03-20","Espanol",1,"Ath Madrid",1
"0001-03-20","Mallorca",0,"Getafe",1
"0001-03-20","Real Madrid",2,"Barcelona",0
"0006-03-20","Alaves",1,"Valencia",1
"0007-03-20","Eibar",1,"Mallorca",2
"0007-03-20","Ath Madrid",2,"Sevilla",2
"0007-03-20","Barcelona",1,"Sociedad",0
"0007-03-20","Getafe",0,"Celta",0
"0008-03-20","Osasuna",1,"Espanol",0
"0008-03-20","Valladolid",1,"Ath Bilbao",4
"0008-03-20","Levante",1,"Granada",1
"0008-03-20","Villarreal",1,"Leganes",2
"0008-03-20","Betis",2,"Real Madrid",1
"0010-03-20","Eibar",1,"Sociedad",2
"0011-06-20","Sevilla",2,"Betis",0
"0012-06-20","Granada",2,"Getafe",1
"0012-06-20","Valencia",1,"Levante",1
"0013-06-20","Espanol",2,"Alaves",0
"0013-06-20","Celta",0,"Villarreal",1
"0013-06-20","Leganes",1,"Valladolid",2
"0013-06-20","Mallorca",0,"Barcelona",4
"0014-06-20","Ath Bilbao",1,"Ath Madrid",1
"0014-06-20","Real Madrid",3,"Eibar",1
"0014-06-20","Sociedad",1,"Osasuna",1
"0015-06-20","Levante",1,"Sevilla",1
"0015-06-20","Betis",2,"Granada",2
"0016-06-20","Getafe",0,"Espanol",0
"0016-06-20","Villarreal",1,"Mallorca",0
"0016-06-20","Barcelona",2,"Leganes",0
"0017-06-20","Eibar",2,"Ath Bilbao",2
"0017-06-20","Valladolid",0,"Celta",0
"0017-06-20","Osasuna",0,"Ath Madrid",5
"0018-06-20","Alaves",2,"Sociedad",0
"0018-06-20","Real Madrid",3,"Valencia",0
"0019-06-20","Granada",0,"Villarreal",1
"0019-06-20","Mallorca",1,"Leganes",1
"0019-06-20","Sevilla",0,"Barcelona",0
"0020-06-20","Espanol",1,"Levante",3
"0020-06-20","Ath Bilbao",1,"Betis",0
"0020-06-20","Getafe",1,"Eibar",1
"0020-06-20","Ath Madrid",1,"Valladolid",0
"0021-06-20","Celta",6,"Alaves",0
"0021-06-20","Valencia",2,"Osasuna",0
"0021-06-20","Sociedad",1,"Real Madrid",2
"0022-06-20","Villarreal",2,"Sevilla",2
"0022-06-20","Leganes",0,"Granada",0
"0023-06-20","Levante",0,"Ath Madrid",1
"0023-06-20","Valladolid",1,"Getafe",1
"0023-06-20","Barcelona",1,"Ath Bilbao",0
"0024-06-20","Alaves",0,"Osasuna",1
"0024-06-20","Sociedad",0,"Celta",1
"0024-06-20","Real Madrid",2,"Mallorca",0
"0025-06-20","Eibar",1,"Valencia",0
"0025-06-20","Betis",1,"Espanol",0
"0026-06-20","Sevilla",1,"Valladolid",1
"0027-06-20","Ath Bilbao",3,"Mallorca",1
"0027-06-20","Celta",2,"Barcelona",2
"0027-06-20","Osasuna",2,"Leganes",1
"0027-06-20","Ath Madrid",2,"Alaves",1
"0028-06-20","Levante",4,"Betis",2
"0028-06-20","Villarreal",2,"Valencia",0
"0028-06-20","Granada",1,"Eibar",2
"0028-06-20","Espanol",0,"Real Madrid",1
"0029-06-20","Getafe",2,"Sociedad",1
"0030-06-20","Mallorca",5,"Celta",1
"0030-06-20","Leganes",0,"Sevilla",3
"0030-06-20","Barcelona",2,"Ath Madrid",2
"0001-07-20","Alaves",0,"Granada",2
"0001-07-20","Valencia",0,"Ath Bilbao",2
"0001-07-20","Betis",0,"Villarreal",2
"0001-07-20","Valladolid",0,"Levante",0
"0002-07-20","Eibar",0,"Osasuna",2
"0002-07-20","Sociedad",2,"Espanol",1
"0002-07-20","Real Madrid",1,"Getafe",0
"0003-07-20","Ath Madrid",3,"Mallorca",0
"0004-07-20","Celta",1,"Betis",1
"0004-07-20","Valladolid",1,"Alaves",0
"0004-07-20","Granada",2,"Valencia",2
"0005-07-20","Ath Bilbao",0,"Real Madrid",1
"0005-07-20","Espanol",0,"Leganes",1
"0005-07-20","Osasuna",0,"Getafe",0
"0005-07-20","Villarreal",1,"Barcelona",4
"0006-07-20","Levante",1,"Sociedad",1
"0006-07-20","Sevilla",1,"Eibar",0
"0007-07-20","Valencia",2,"Valladolid",1
"0007-07-20","Celta",1,"Ath Madrid",1
"0008-07-20","Betis",3,"Osasuna",0
"0008-07-20","Getafe",1,"Villarreal",3
"0008-07-20","Barcelona",1,"Espanol",0
"0009-07-20","Eibar",0,"Leganes",0
"0009-07-20","Mallorca",2,"Levante",0
"0009-07-20","Ath Bilbao",1,"Sevilla",2
"0010-07-20","Sociedad",2,"Granada",3
"0010-07-20","Real Madrid",2,"Alaves",0
"0011-07-20","Osasuna",2,"Celta",1
"0011-07-20","Valladolid",0,"Barcelona",1
"0011-07-20","Ath Madrid",1,"Betis",0
"0012-07-20","Espanol",0,"Eibar",2
"0012-07-20","Levante",1,"Ath Bilbao",2
"0012-07-20","Leganes",1,"Valencia",0
"0012-07-20","Sevilla",2,"Mallorca",0
"0013-07-20","Alaves",0,"Getafe",0
"0013-07-20","Villarreal",1,"Sociedad",2
"0013-07-20","Granada",1,"Real Madrid",2
"0016-07-20","Eibar",3,"Valladolid",1
"0016-07-20","Ath Bilbao",0,"Leganes",2
"0016-07-20","Barcelona",1,"Osasuna",2
"0016-07-20","Betis",1,"Alaves",2
"0016-07-20","Celta",2,"Levante",3
"0016-07-20","Getafe",0,"Ath Madrid",2
"0016-07-20","Mallorca",1,"Granada",2
"0016-07-20","Real Madrid",2,"Villarreal",1
"0016-07-20","Sociedad",0,"Sevilla",0
"0016-07-20","Valencia",1,"Espanol",0
"0019-07-20","Alaves",0,"Barcelona",5
"0019-07-20","Valladolid",2,"Betis",0
"0019-07-20","Villarreal",4,"Eibar",0
"0019-07-20","Ath Madrid",1,"Sociedad",1
"0019-07-20","Espanol",0,"Celta",0
"0019-07-20","Granada",4,"Ath Bilbao",0
"0019-07-20","Leganes",2,"Real Madrid",2
"0019-07-20","Levante",1,"Getafe",0
"0019-07-20","Osasuna",2,"Mallorca",2
"0019-07-20","Sevilla",1,"Valencia",0
